Symbol,Trade DATE,NOCP,,,
TWTR,1/2/2019,28.81,,,
TWTR,1/3/2019,27.99,,,
TWTR,1/4/2019,29.95,,,
TWTR,1/7/2019,31.34,,,
TWTR,1/8/2019,31.8,,,
TWTR,1/9/2019,32.25,,,
TWTR,1/10/2019,33.09,,,
TWTR,1/11/2019,32.87,,,
TWTR,1/14/2019,32.37,,,
TWTR,1/15/2019,33.02,,,
TWTR,1/16/2019,32.47,,,
TWTR,1/17/2019,32.85,,,
TWTR,1/18/2019,33.27,,,
TWTR,1/22/2019,32.25,,,
TWTR,1/23/2019,30.97,,,
TWTR,1/24/2019,31.61,,,
TWTR,1/25/2019,32.9,,,
TWTR,1/28/2019,33.13,,,
TWTR,1/29/2019,31.64,,,
TWTR,1/30/2019,32.26,,,
TWTR,1/31/2019,33.56,,,
TWTR,2/1/2019,33.19,,,
TWTR,2/4/2019,33.94,,,
TWTR,2/5/2019,34.37,,,
TWTR,2/6/2019,34.16,,,
TWTR,2/7/2019,30.8,,,
TWTR,2/8/2019,30.01,,,
TWTR,2/11/2019,30.23,,,
TWTR,2/12/2019,30.39,,,
TWTR,2/13/2019,31.12,,,
TWTR,2/14/2019,30.96,,,
TWTR,2/15/2019,31.23,,,
TWTR,2/19/2019,31.65,,,
TWTR,2/20/2019,31.37,,,
TWTR,2/21/2019,30.76,,,
TWTR,2/22/2019,31.71,,,
TWTR,2/25/2019,31.99,,,
TWTR,2/26/2019,31.01,,,
TWTR,2/27/2019,30.41,,,
TWTR,2/28/2019,30.78,,,
TWTR,3/1/2019,30.62,,,
TWTR,3/4/2019,30.5,,,
TWTR,3/5/2019,31.03,,,
TWTR,3/6/2019,30.8,,,
TWTR,3/7/2019,30.12,,,
TWTR,3/8/2019,30.04,,,
TWTR,3/11/2019,30.87,,,
TWTR,3/12/2019,31.16,,,
TWTR,3/13/2019,31.3,,,
TWTR,3/14/2019,31.03,,,
TWTR,3/15/2019,31.22,,,
TWTR,3/18/2019,31.08,,,
TWTR,3/19/2019,31.27,,,
TWTR,3/20/2019,32.57,,,
TWTR,3/21/2019,32.61,,,
TWTR,3/22/2019,33.02,,,
TWTR,3/25/2019,32.59,,,
TWTR,3/26/2019,33.06,,,
TWTR,3/27/2019,32.28,,,
TWTR,3/28/2019,32.87,,,
TWTR,3/29/2019,32.88,,,
TWTR,4/1/2019,33.44,,,
TWTR,4/2/2019,33.75,,,
TWTR,4/3/2019,34.38,,,
TWTR,4/4/2019,34.42,,,
TWTR,4/5/2019,34.72,,,
TWTR,4/8/2019,34.86,,,
TWTR,4/9/2019,35.14,,,
TWTR,4/10/2019,34.75,,,
TWTR,4/11/2019,34.58,,,
TWTR,4/12/2019,34.37,,,
TWTR,4/15/2019,34.71,,,
TWTR,4/16/2019,34.46,,,
TWTR,4/17/2019,34.48,,,
TWTR,4/18/2019,34.4,,,
TWTR,4/22/2019,34.39,,,
TWTR,4/23/2019,39.77,,,
TWTR,4/24/2019,39.29,,,
TWTR,4/25/2019,38.48,,,
TWTR,4/26/2019,38.67,,,
TWTR,4/29/2019,39.78,,,
TWTR,4/30/2019,39.91,,,
TWTR,5/1/2019,39.29,,,
